Quote, Company Name, CUSIP,Algorithm,Consensus, Consensus Price, Consensus Date, Previous Consensus, Previous Consensus Price, Previous Consensus Date,Avg. HPR (Long), Avg. HPR (Short), Std. Dev (Long), Std. Dev (Short), Current Price, Target Price, Target Met, Target Ex-Date, Window #, Window Accuracy (Long),Window Accuracy (Short), Number of Trades, Avg. Trade Duration (mos), Inception Date, Fund Ranking (YTD-1), Mkt Ranking, Peer #1 Quote, Peer #1 Name,Peer #1 YTD-1 Fund Ranking, Peer #1 Mkt Ranking, Peer #2 Quote, Peer #2 Name,Peer #2 YTD-1 Fund Ranking, Peer #2 Mkt Ranking
PSB,PS BUSINESS PARKS INC,69360J107,Momentum Analyzer V1.0,SHORT,$55.06 ,12-Nov-10,BUY,$27.76 ,18-Sep-01,98.34%,-16.88%,100.00pp,100.00pp,$64.85 ,$64.36 ,N,13-Jul-15,20,100.00%,0.00%,3,57,5-May-99,-1,-1,BRISTOL MYERS SQUIBB CO.,BMY,3,3.45,LUMINEX CORPORATION,LMNX,2.88,2.98
PSEC,PROSPECT CAPITAL CORPORATION,74348T102,Trend Analyzer V3.1,SHORT,$10.73 ,12-Dec-12,BUY,$7.99 ,3-Oct-11,8.15%,19.79%,122.89pp,108.77pp,$10.65 ,$8.61 ,N,14-Oct-13,15,75.00%,100.00%,8,10,13-Jun-06,-1,-1,THL CREDIT INC.,TCRD,2.62,2.56,FULL CIRCLE CAPITAL CORP,FULL,2.57,2.96
PSEC,PROSPECT CAPITAL CORPORATION,74348T102,Momentum Analyzer V1.0,BUY,$9.39 ,25-Oct-11,SHORT,$16.95 ,10-Apr-06,49.60%,44.60%,100.00pp,100.00pp,$10.65 ,$14.05 ,N,28-Apr-14,15,100.00%,100.00%,3,31,26-Aug-05,-1,-1,THL CREDIT INC.,TCRD,2.62,2.56,FULL CIRCLE CAPITAL CORP,FULL,2.57,2.96
PSEM,PERICOM SEMICONDUCTOR,713831105,Trend Analyzer V3.1,BUY,$8.88 ,11-Mar-05,SHORT,$8.52 ,22-Oct-02,-16.14%,-4.23%,100.00pp,100.00pp,$7.82 ,$7.45 ,Y,29-Jun-09,30,100.00%,100.00%,3,52,31-May-00,2.63,4.25,SILICON LABORATORIES,SLAB,3.08,1.68,MAXIM INTEGRATED PRODUCTS INC.,MXIM,3.05,1.78
PSEM,PERICOM SEMICONDUCTOR,713831105,Momentum Analyzer V1.0,BUY,$11.63 ,14-Oct-09,HOLD,$11.44 ,22-Dec-06,23.54%,-100.00%,100.00pp,NaNpp,$7.82 ,$14.37 ,N,30-Jun-13,10,100.00%,50.00%,4,45,8-Jul-98,2.63,4.25,SILICON LABORATORIES,SLAB,3.08,1.68,MAXIM INTEGRATED PRODUCTS INC.,MXIM,3.05,1.78
PSMT,PRICESMART INC.,741511109,Trend Analyzer V3.1,SHORT,$23.60 ,1-Jul-10,BUY,$8.43 ,10-Oct-05,67.82%,75.03%,166.82pp,100.00pp,$74.44 ,$5.89 ,N,29-Jul-13,20,100.00%,50.00%,4,37,28-Dec-00,2.39,1.71,FAMILY DOLLAR STORES INC.,FDO,2.94,2.96,COSTCO WHOLESALE CORP.,COST,2.83,3.27
PSMT,PRICESMART INC.,741511109,Momentum Analyzer V1.0,SHORT,$29.97 ,12-Nov-07,BUY,$14.80 ,3-Jun-03,53.41%,62.80%,132.00pp,100.00pp,$74.44 ,$11.15 ,N,3-Oct-10,20,100.00%,50.00%,4,35,17-Sep-01,2.39,1.71,FAMILY DOLLAR STORES INC.,FDO,2.94,2.96,COSTCO WHOLESALE CORP.,COST,2.83,3.27
PSSI,PSS WORLD MEDICAL INC.,69366A100,Trend Analyzer V3.1,SHORT,$23.57 ,25-Apr-12,HOLD,$18.40 ,27-May-08,1.77%,-100.00%,182.62pp,NaNpp,$28.87 ,$47.14 ,Y,22-May-14,10,66.67%,25.00%,7,25,6-Nov-98,2.57,2.97,PATTERSON COMPANIES INC.,PDCO,3.29,3.28,CARDINAL HEALTH INC.,CAH,2.83,4.21
PSSI,PSS WORLD MEDICAL INC.,69366A100,Momentum Analyzer V1.0,BUY,$17.20 ,15-Jun-06,HOLD,$13.61 ,1-Nov-05,101.70%,-4.60%,122.02pp,129.58pp,$28.87 ,$34.69 ,N,16-Nov-08,10,100.00%,50.00%,5,30,7-Mar-01,2.57,2.97,PATTERSON COMPANIES INC.,PDCO,3.29,3.28,CARDINAL HEALTH INC.,CAH,2.83,4.21
PSTB,PARK STERLING BANK,70086W109,Trend Analyzer V3.1,SHORT,$4.83 ,3-Apr-12,HOLD,$4.37 ,23-Jan-12,-4.67%,1.60%,115.94pp,109.69pp,$5.15 ,$4.75 ,N,25-Aug-12,5,50.00%,33.33%,5,5,25-Jan-11,2.17,3.38,CAPITAL BANK FINANCIAL CORP,CBF,2.51,2.79,SUNTRUST BANKS INC.,STI,2.48,2.82
PSTB,PARK STERLING BANK,70086W109,Momentum Analyzer V1.0,SHORT,$5.10 ,2-Oct-12,BUY,$3.49 ,21-Sep-11,46.13%,37.46%,100.00pp,100.00pp,$5.15 ,$3.19 ,N,23-Jun-13,5,100.00%,50.00%,3,9,19-Nov-10,2.17,3.38,CAPITAL BANK FINANCIAL CORP,CBF,2.51,2.79,SUNTRUST BANKS INC.,STI,2.48,2.82
PSUN,PACIFIC SUNWEAR OF CALIFORNIA INC.,694873100,Trend Analyzer V3.1,BUY,$2.70 ,24-Sep-12,SHORT,$5.06 ,13-May-10,201.69%,68.81%,128.03pp,115.12pp,$1.50 ,$8.15 ,N,23-Sep-14,15,66.67%,100.00%,5,24,3-Apr-03,2.73,4.7,AEROPOSTALE INC.,ARO,3.27,4.35,THE BUCKLE INC.,BKE,3.16,2.1
PSUN,PACIFIC SUNWEAR OF CALIFORNIA INC.,694873100,Momentum Analyzer V1.0,BUY,$26.46 ,30-Nov-05,HOLD,$21.75 ,16-Sep-04,545.40%,-14.95%,100.00pp,108.56pp,$1.50 ,$170.77 ,N,8-Jun-09,5,100.00%,50.00%,4,43,6-Apr-99,2.73,4.7,AEROPOSTALE INC.,ARO,3.27,4.35,THE BUCKLE INC.,BKE,3.16,2.1
PT,PORTUGAL TELECOM SGPS (ADR),737273102,Trend Analyzer V3.1,BUY,$8.81 ,25-Jul-11,SHORT,$12.14 ,31-Dec-09,9.56%,-100.00%,105.50pp,NaNpp,$4.89 ,$9.65 ,N,21-Dec-13,20,66.67%,33.33%,6,29,23-Nov-98,2.28,4.01,VODAFONE GROUP PLC (ADR),VOD,2.78,1.58,AMERICA MOVIL SAB DE CV (ADR),AMX,2.69,1.42
PT,PORTUGAL TELECOM SGPS (ADR),737273102,Momentum Analyzer V1.0,BUY,$5.32 ,21-Mar-12,SHORT,$12.29 ,29-Apr-11,33.90%,10.74%,106.48pp,141.52pp,$4.89 ,$7.12 ,N,30-Apr-14,5,66.67%,50.00%,5,26,16-Sep-02,2.28,4.01,VODAFONE GROUP PLC (ADR),VOD,2.78,1.58,AMERICA MOVIL SAB DE CV (ADR),AMX,2.69,1.42
PTEN,PATTERSON-UTI ENERGY INC.,703481101,Trend Analyzer V3.1,SHORT,$25.53 ,8-Feb-11,BUY,$7.86 ,24-Oct-00,224.81%,-38.14%,100.00pp,100.00pp,$18.12 ,$35.27 ,Y,28-May-15,5,50.00%,0.00%,3,52,2-Jun-00,2.69,4.2,ATWOOD OCEANICS INC.,ATW,2.97,2.3,HEWLETT-PACKARD COMPANY,HP,2.81,2.63
PTEN,PATTERSON-UTI ENERGY INC.,703481101,Momentum Analyzer V1.0,BUY,$16.76 ,4-Apr-12,SHORT,$19.54 ,15-Oct-10,45.59%,-100.00%,167.02pp,NaNpp,$18.12 ,$24.40 ,N,16-Feb-14,10,75.00%,75.00%,8,23,28-May-98,2.69,4.2,ATWOOD OCEANICS INC.,ATW,2.97,2.3,HEWLETT-PACKARD COMPANY,HP,2.81,2.63
PTIX,PERFORMANCE TECHNOLOGIES,71376K102,Trend Analyzer V3.1,BUY,$2.30 ,24-Apr-12,SHORT,$4.00 ,20-Sep-02,55.85%,50.96%,545.47pp,105.94pp,$0.79 ,$3.58 ,N,28-Mar-15,10,33.33%,100.00%,5,36,28-Sep-98,2.88,5,CISCO SYSTEMS INC.,CSCO,3.14,1.88,AUDIOCODES LTD.,AUDC,2.89,3.59
PTIX,PERFORMANCE TECHNOLOGIES,71376K102,Momentum Analyzer V1.0,BUY,$1.77 ,13-Jan-11,SHORT,$5.65 ,28-Dec-06,5.81%,23.75%,100.00pp,136.30pp,$0.79 ,$1.87 ,N,4-Oct-14,15,50.00%,50.00%,4,45,19-Jun-98,2.88,5,CISCO SYSTEMS INC.,CSCO,3.14,1.88,AUDIOCODES LTD.,AUDC,2.89,3.59
PTNR,PARTNER COMMUNICATIONS COMPANY LTD (ADR),70211M109,Trend Analyzer V3.1,BUY,$3.34 ,1-Aug-12,SHORT,$21.97 ,10-Apr-08,170.04%,30.35%,111.24pp,138.73pp,$5.95 ,$9.02 ,N,5-May-14,5,100.00%,66.67%,6,21,17-Sep-02,2.37,3.88,TURKCELL ILETISIM HIZMETLERI A.S. (ADR),TKC,2.98,1.59,SCAILEX CORP. LTD. (USA),SCIXF,2.79,4.63
PTNR,PARTNER COMMUNICATIONS COMPANY LTD (ADR),70211M109,Momentum Analyzer V1.0,BUY,$5.79 ,19-Oct-12,SHORT,$18.80 ,17-Sep-08,147.89%,37.20%,111.95pp,133.96pp,$5.95 ,$14.35 ,N,16-Dec-14,5,100.00%,66.67%,6,26,17-May-00,2.37,3.88,TURKCELL ILETISIM HIZMETLERI A.S. (ADR),TKC,2.98,1.59,SCAILEX CORP. LTD. (USA),SCIXF,2.79,4.63
PTRY,THE PANTRY INC.,698657103,Trend Analyzer V3.1,SHORT,$14.46 ,3-Aug-12,BUY,$12.21 ,13-Mar-12,100.90%,16.48%,169.64pp,100.00pp,$11.99 ,$12.08 ,Y,28-Apr-15,5,100.00%,100.00%,4,33,29-Apr-02,2.25,4.66,TRAVELCENTERS OF AMERICA LLC,TA,2.67,4.38,HARRIS TEETER SUPERMARKETS INC,HTSI,2.63,3.59
PTRY,THE PANTRY INC.,698657103,Momentum Analyzer V1.0,BUY,$12.71 ,23-Nov-11,SHORT,$25.35 ,11-Nov-04,55.16%,33.54%,138.82pp,112.22pp,$11.99 ,$19.72 ,N,21-Aug-14,15,66.67%,100.00%,5,33,12-Aug-99,2.25,4.66,TRAVELCENTERS OF AMERICA LLC,TA,2.67,4.38,HARRIS TEETER SUPERMARKETS INC,HTSI,2.63,3.59
PTSI,P.A.M. TRANSPORTATION SERVICES INC.,693149106,Trend Analyzer V3.1,SHORT,$9.63 ,18-Jul-11,BUY,$8.50 ,16-Jun-00,13.29%,-20.40%,100.00pp,100.00pp,$9.80 ,$11.59 ,Y,16-May-16,20,100.00%,0.00%,3,59,13-Nov-98,2.5,4.8,HEARTLAND EXPRESS INC.,HTLD,3.35,2.16,KNIGHT TRANSPORTATION,KNX,3.19,2.5
PTSI,P.A.M. TRANSPORTATION SERVICES INC.,693149106,Momentum Analyzer V1.0,SHORT,$9.08 ,4-Dec-12,BUY,$4.15 ,17-Feb-09,118.80%,36.15%,100.00pp,100.00pp,$9.80 ,$5.80 ,N,14-Apr-18,10,100.00%,50.00%,3,65,24-Apr-97,2.5,4.8,HEARTLAND EXPRESS INC.,HTLD,3.35,2.16,KNIGHT TRANSPORTATION,KNX,3.19,2.5
PVA,PENN VIRGINIA CORPORATION,707882106,Trend Analyzer V3.1,SHORT,$20.67 ,17-Dec-09,HOLD,$11.25 ,23-Mar-05,114.46%,-100.00%,116.72pp,NaNpp,$4.35 ,$41.34 ,Y,10-Nov-12,10,66.67%,0.00%,5,35,9-Nov-98,2.41,4.41,EOG RESOURCES INC.,EOG,2.84,2.55,GULFPORT ENERGY CORP.,GPOR,2.71,1.93
PVA,PENN VIRGINIA CORPORATION,707882106,Momentum Analyzer V1.0,SHORT,$15.91 ,19-Sep-06,BUY,$15.01 ,1-Dec-05,6.00%,-49.35%,100.00pp,100.00pp,$4.35 ,$23.76 ,Y,13-Jul-09,15,50.00%,0.00%,3,34,1-Oct-04,2.41,4.41,EOG RESOURCES INC.,EOG,2.84,2.55,GULFPORT ENERGY CORP.,GPOR,2.71,1.93
PVD,A.F.P PROVIDA SA (ADR),00709P108,Trend Analyzer V3.1,BUY,$77.95 ,25-Apr-12,HOLD,$43.80 ,17-Dec-09,63.75%,-52.84%,160.17pp,214.13pp,$99.93 ,$127.65 ,N,25-Sep-14,10,66.67%,0.00%,6,29,9-Nov-98,2.48,1.39,WESTWOOD HLDGS. GROUP INC.,WHG,3,2.57,LEGG MASON INC.,LM,2.75,3.87
PVD,A.F.P PROVIDA SA (ADR),00709P108,Momentum Analyzer V1.0,BUY,$26.49 ,13-Dec-06,HOLD,$23.06 ,1-Jul-99,82.73%,4.01%,100.00pp,122.19pp,$99.93 ,$48.40 ,Y,21-Aug-10,15,100.00%,50.00%,4,45,10-Aug-98,2.48,1.39,WESTWOOD HLDGS. GROUP INC.,WHG,3,2.57,LEGG MASON INC.,LM,2.75,3.87
PVH,PVH CORP,693656100,Trend Analyzer V3.1,BUY,$22.68 ,31-Mar-09,SHORT,$58.12 ,11-Apr-07,128.74%,-26.06%,100.64pp,217.72pp,$108.22 ,$51.88 ,Y,19-Jan-12,25,100.00%,50.00%,5,34,27-Apr-99,2.68,2.98,RALPH LAUREN CORP,RL,3.08,3.06,V.F. CORPORATION,VFC,3.01,2.37
PVH,PVH CORP,693656100,Momentum Analyzer V1.0,SHORT,$65.83 ,19-Oct-11,BUY,$21.25 ,17-Sep-04,209.79%,-100.00%,100.00pp,NaNpp,$108.22 ,$131.66 ,Y,18-May-16,15,100.00%,0.00%,3,56,6-Aug-99,2.68,2.98,RALPH LAUREN CORP,RL,3.08,3.06,V.F. CORPORATION,VFC,3.01,2.37
PVR,PVR PARTNERS LP,707884102,Trend Analyzer V3.1,SHORT,$23.49 ,16-Aug-10,BUY,$18.82 ,9-Nov-09,24.81%,25.02%,100.00pp,100.00pp,$25.65 ,$17.61 ,N,9-Oct-12,10,100.00%,50.00%,3,26,13-Sep-06,-1,-1,NATURAL RESOURCE PARTNERS LP,NRP,2.99,1.45,WESTMORELAND COAL COMPANY,WLB,2.83,4.52
PVR,PVR PARTNERS LP,707884102,Momentum Analyzer V1.0,SHORT,$11.65 ,27-Feb-09,BUY,$10.22 ,5-Oct-04,13.99%,-67.27%,100.00pp,100.00pp,$25.65 ,$19.49 ,N,27-Jun-12,5,100.00%,0.00%,3,41,2-Apr-03,-1,-1,NATURAL RESOURCE PARTNERS LP,NRP,2.99,1.45,WESTMORELAND COAL COMPANY,WLB,2.83,4.52
PVSW,PERVASIVE SOFTWARE INC.,715710109,Trend Analyzer V3.1,BUY,$6.05 ,9-Mar-12,HOLD,$5.04 ,3-Nov-09,19.43%,5.70%,100.00pp,132.19pp,$8.74 ,$7.23 ,Y,9-Jun-15,30,100.00%,50.00%,4,40,25-Apr-00,2.75,2.97,MICROSOFT CORPORATION,MSFT,3.29,3.25,ORACLE CORPORATION,ORCL,3.16,1.76
PVSW,PERVASIVE SOFTWARE INC.,715710109,Momentum Analyzer V1.0,SHORT,$8.97 ,19-Dec-12,BUY,$4.93 ,28-Apr-10,95.16%,48.85%,107.26pp,122.51pp,$8.74 ,$4.59 ,N,4-Oct-15,5,100.00%,100.00%,5,34,21-May-99,2.75,2.97,MICROSOFT CORPORATION,MSFT,3.29,3.25,ORACLE CORPORATION,ORCL,3.16,1.76
PVTB,PRIVATEBANCORP INC,742962103,Trend Analyzer V3.1,SHORT,$13.29 ,18-Jul-11,SHORT,$27.13 ,4-Aug-09,37.34%,-100.00%,280.36pp,NaNpp,$15.26 ,$26.58 ,Y,14-Nov-13,25,66.67%,50.00%,5,28,24-Aug-01,2.03,2.54,MB FINANCIAL INC.,MBFI,2.33,2.12,WINTRUST FINANCIAL CORP,WTFC,2.22,3.16
PVTB,PRIVATEBANCORP INC,742962103,Momentum Analyzer V1.0,SHORT,$10.67 ,2-Jul-10,BUY,$4.31 ,1-Nov-02,147.56%,-37.26%,100.00pp,100.00pp,$15.26 ,$14.65 ,N,24-Feb-14,20,100.00%,0.00%,3,44,23-Apr-02,2.03,2.54,MB FINANCIAL INC.,MBFI,2.33,2.12,WINTRUST FINANCIAL CORP,WTFC,2.22,3.16
PWAV,POWERWAVE TECHNOLOGIES INC.,739363307,Trend Analyzer V3.1,SHORT,$0.64 ,24-Sep-12,SHORT,$37.30 ,6-Sep-06,-79.17%,55.24%,1213.88pp,121.76pp,$0.30 ,$0.29 ,N,3-Apr-15,15,50.00%,100.00%,5,31,15-Sep-00,2.88,4.45,GOOGLE INC,GOOG,3.69,1.26,UBIQUITI NETWORKS INC,UBNT,2.95,2.31
PWAV,POWERWAVE TECHNOLOGIES INC.,739363307,Momentum Analyzer V1.0,BUY,$0.60 ,23-Jul-12,SHORT,$20.70 ,30-Nov-07,12.05%,75.48%,180.80pp,111.17pp,$0.30 ,$0.67 ,N,5-Oct-14,15,33.33%,100.00%,6,27,14-Feb-00,2.88,4.45,GOOGLE INC,GOOG,3.69,1.26,UBIQUITI NETWORKS INC,UBNT,2.95,2.31
PWR,QUANTA SERVICES INC,7.48E+106,Trend Analyzer V3.1,BUY,$18.42 ,8-Sep-11,SHORT,$23.03 ,7-May-09,30.89%,-100.00%,169.31pp,NaNpp,$26.48 ,$24.11 ,Y,11-Jul-13,10,66.67%,66.67%,6,22,20-Mar-02,2.72,2.36,URS CORP,URS,2.96,4.32,DYCOM INDUSTRIES INC.,DY,2.89,3.4
PWR,QUANTA SERVICES INC,7.48E+106,Momentum Analyzer V1.0,SHORT,$17.37 ,4-Aug-11,BUY,$13.25 ,17-May-02,31.09%,22.10%,100.00pp,100.00pp,$26.48 ,$13.53 ,N,16-Mar-16,10,100.00%,50.00%,3,56,28-Jun-99,2.72,2.36,URS CORP,URS,2.96,4.32,DYCOM INDUSTRIES INC.,DY,2.89,3.4
PX,PRAXAIR INC.,74005P104,Trend Analyzer V3.1,SHORT,$107.05 ,24-Sep-12,BUY,$64.14 ,17-Mar-09,69.81%,26.29%,101.74pp,100.00pp,$107.90 ,$78.90 ,N,13-Aug-14,15,100.00%,50.00%,4,23,22-Aug-05,2.45,1.4,AIR LIQUIDE (ADR),AIQUY,2.81,4.26,AIR PRODUCTS & CHEMICALS INC.,APD,2.61,2.12
PX,PRAXAIR INC.,74005P104,Momentum Analyzer V1.0,SHORT,$63.62 ,19-Apr-07,HOLD,$42.62 ,11-Jan-05,41.67%,-100.00%,105.37pp,NaNpp,$107.90 ,$127.24 ,Y,4-Jun-10,10,100.00%,33.33%,5,38,1-Oct-97,2.45,1.4,AIR LIQUIDE (ADR),AIQUY,2.81,4.26,AIR PRODUCTS & CHEMICALS INC.,APD,2.61,2.12
PXD,PIONEER NATURAL RESOURCES,723787107,Trend Analyzer V3.1,BUY,$71.53 ,19-Oct-10,SHORT,$79.23 ,23-Jun-08,239.02%,9.72%,100.00pp,100.00pp,$102.41 ,$242.50 ,N,18-May-14,15,100.00%,100.00%,3,44,9-Jul-02,-1,-1,,,-1,-1,,,-1,-1
PXD,PIONEER NATURAL RESOURCES,723787107,Momentum Analyzer V1.0,BUY,$98.69 ,14-Feb-11,HOLD,$51.46 ,11-Sep-08,43.27%,-71.25%,112.73pp,349.82pp,$102.41 ,$141.39 ,N,11-Apr-13,15,100.00%,50.00%,5,26,25-Jun-02,-1,-1,,,-1,-1,,,-1,-1
PXLW,PIXELWORKS INC.,72581M305,Trend Analyzer V3.1,SHORT,$0.82 ,13-Nov-08,SHORT,$22.05 ,28-Jun-06,-96.28%,68.39%,100.00pp,100.00pp,$2.18 ,$0.26 ,N,1-Jul-11,15,0.00%,50.00%,3,32,20-Apr-05,2.51,3.9,NVIDIA CORPORATION,NVDA,2.86,3.02,SIGMA DESIGNS INC,SIGM,2.8,4.57
PXLW,PIXELWORKS INC.,72581M305,Momentum Analyzer V1.0,BUY,$3.52 ,4-Sep-12,HOLD,$1.11 ,12-May-09,27.59%,-100.00%,100.00pp,NaNpp,$2.18 ,$4.49 ,N,13-Jun-14,10,50.00%,50.00%,4,22,30-Jan-06,2.51,3.9,NVIDIA CORPORATION,NVDA,2.86,3.02,SIGMA DESIGNS INC,SIGM,2.8,4.57
PZE,PETROBRAS ARGENTINA SA ADR,71646J109,Trend Analyzer V3.1,SHORT,$4.41 ,26-Oct-12,BUY,$4.28 ,6-Jun-12,28.51%,-6.37%,160.50pp,148.85pp,$4.84 ,$4.69 ,N,8-Aug-14,5,66.67%,33.33%,6,22,24-Jul-02,-1,-1,EXXON MOBIL CORPORATION,XOM,3.2,3.85,CHEVRON CORPORATION,CVX,2.96,4.53
PZE,PETROBRAS ARGENTINA SA ADR,71646J109,Momentum Analyzer V1.0,BUY,$4.28 ,31-May-12,SHORT,$10.12 ,1-Aug-11,34.18%,28.52%,162.05pp,118.16pp,$4.84 ,$5.74 ,N,22-Sep-13,10,25.00%,20.00%,9,16,29-Jun-01,-1,-1,EXXON MOBIL CORPORATION,XOM,3.2,3.85,CHEVRON CORPORATION,CVX,2.96,4.53
PZZA,PAPA JOHNS INTL INC.,698813102,Trend Analyzer V3.1,BUY,$39.98 ,25-Apr-12,HOLD,$25.75 ,23-Sep-10,28.33%,-100.00%,113.27pp,NaNpp,$52.89 ,$51.31 ,Y,10-Jan-14,10,100.00%,50.00%,8,21,25-Aug-99,-1,-1,,,-1,-1,,,-1,-1
PZZA,PAPA JOHNS INTL INC.,698813102,Momentum Analyzer V1.0,BUY,$31.25 ,2-May-07,HOLD,$14.96 ,29-Dec-05,150.17%,-100.00%,100.00pp,NaNpp,$52.89 ,$78.18 ,N,19-Mar-11,20,100.00%,50.00%,4,47,11-Nov-97,-1,-1,,,-1,-1,,,-1,-1
PZZI,PIZZA INN INC.,725848105,Trend Analyzer V3.1,SHORT,$4.29 ,18-Apr-12,HOLD,$2.91 ,21-Dec-07,30.14%,14.47%,109.56pp,127.88pp,$3.41 ,$3.67 ,Y,16-May-14,5,100.00%,50.00%,7,25,29-Oct-98,2.61,2.99,PAPA JOHN'S INT'L INC.,PZZA,2.96,3.3,NATHAN'S FAMOUS INC.,NATH,2.73,2.16
PZZI,PIZZA INN INC.,725848105,Momentum Analyzer V1.0,SHORT,$2.25 ,6-May-11,BUY,$1.20 ,30-Jan-09,87.50%,79.13%,100.00pp,100.00pp,$3.41 ,$0.47 ,N,10-Jul-16,20,100.00%,50.00%,3,63,3-Nov-97,2.61,2.99,PAPA JOHN'S INT'L INC.,PZZA,2.96,3.3,NATHAN'S FAMOUS INC.,NATH,2.73,2.16
QBAK,QUALSTAR CORPORATION,74758R109,Trend Analyzer V3.1,BUY,$1.96 ,14-Sep-11,SHORT,$3.75 ,4-Oct-07,5.19%,29.95%,122.93pp,111.10pp,$1.41 ,$2.06 ,N,30-May-13,10,33.33%,100.00%,6,21,27-Dec-02,2.69,3.84,DELL INC.,DELL,3.05,3.71,NEW MEDIUM ENTERPRISES INC.,NMEN,2.75,4.08
QBAK,QUALSTAR CORPORATION,74758R109,Momentum Analyzer V1.0,SHORT,$1.68 ,15-Nov-10,SHORT,$1.83 ,23-Mar-09,-8.20%,64.60%,100.00pp,100.00pp,$1.41 ,$0.59 ,N,7-Apr-14,5,0.00%,100.00%,3,41,22-Jan-03,2.69,3.84,DELL INC.,DELL,3.05,3.71,NEW MEDIUM ENTERPRISES INC.,NMEN,2.75,4.08
QCCO,QC HOLDINGS INC.,-1,Trend Analyzer V3.1,BUY,$3.19 ,28-Nov-12,SHORT,$4.11 ,5-Jul-12,-23.73%,-1.08%,131.43pp,135.36pp,$3.14 ,$2.43 ,Y,27-Aug-13,10,40.00%,66.67%,11,9,4-Jan-05,-1,-1,THE FIRST MARBLEHEAD CORP.,FMD,3.04,4.12,CASH AMERICA INTL. INC.,CSH,2.87,4.62
QCCO,QC HOLDINGS INC.,-1,Momentum Analyzer V1.0,SHORT,$6.82 ,5-Jun-09,SHORT,$13.95 ,24-Jul-07,-51.11%,7.00%,100.00pp,100.00pp,$3.14 ,$6.34 ,Y,7-Jun-11,10,0.00%,100.00%,3,24,14-Feb-07,-1,-1,THE FIRST MARBLEHEAD CORP.,FMD,3.04,4.12,CASH AMERICA INTL. INC.,CSH,2.87,4.62
QCOM,QUALCOMM INC.,747525103,Trend Analyzer V3.1,SHORT,$58.24 ,11-Jul-11,HOLD,$43.65 ,23-Sep-10,222.37%,-100.00%,582.83pp,NaNpp,$60.64 ,$116.48 ,Y,3-May-13,10,100.00%,25.00%,8,22,6-Nov-98,2.99,1.65,INTEL CORPORATION,INTC,3.08,3.52,QUALCOMM INC.,QCOM,2.99,1.65
QCOM,QUALCOMM INC.,747525103,Momentum Analyzer V1.0,SHORT,$63.86 ,7-Dec-12,HOLD,$40.05 ,19-Mar-10,162.67%,-100.00%,275.05pp,NaNpp,$60.64 ,$127.72 ,Y,3-Nov-14,10,75.00%,50.00%,8,23,17-Feb-98,2.99,1.65,INTEL CORPORATION,INTC,3.08,3.52,QUALCOMM INC.,QCOM,2.99,1.65
QCOR,QUESTCOR PHARMACEUTICALS INC.,74835Y101,Trend Analyzer V3.1,SHORT,$40.48 ,25-Apr-12,BUY,$4.15 ,17-Dec-09,353.99%,36.07%,174.38pp,118.57pp,$26.93 ,$25.88 ,N,22-May-14,10,100.00%,100.00%,7,25,6-Nov-98,2.64,1.37,FOREST LABORATORIES INC.,FRX,3.1,3.95,TRANSCEPT PHARMACEUTICALS INC,TSPT,3.02,4.36
QCOR,QUESTCOR PHARMACEUTICALS INC.,74835Y101,Momentum Analyzer V1.0,BUY,$4.54 ,30-Oct-09,SHORT,$5.33 ,1-Jul-09,461.05%,14.82%,100.00pp,100.00pp,$26.93 ,$25.47 ,Y,11-Aug-11,25,100.00%,100.00%,3,22,15-Oct-07,2.64,1.37,FOREST LABORATORIES INC.,FRX,3.1,3.95,TRANSCEPT PHARMACEUTICALS INC,TSPT,3.02,4.36
QGEN,QIAGEN NV,-1,Trend Analyzer V3.1,SHORT,$16.37 ,25-Apr-12,SHORT,$18.07 ,23-Sep-10,2.87%,-19.84%,113.55pp,139.91pp,$18.08 ,$19.62 ,Y,30-Sep-13,10,66.67%,50.00%,5,17,5-Jan-06,2.58,2.4,TECHNE CORPORATION,TECH,3.32,1.61,SIGMA-ALDRICH CORPORATION,SIAL,3,1.96
QGEN,QIAGEN NV,-1,Momentum Analyzer V1.0,SHORT,$18.15 ,4-Sep-12,BUY,$11.32 ,22-Nov-05,323.55%,17.07%,264.16pp,100.00pp,$18.08 ,$15.05 ,N,4-Mar-16,25,100.00%,100.00%,4,43,11-May-99,2.58,2.4,TECHNE CORPORATION,TECH,3.32,1.61,SIGMA-ALDRICH CORPORATION,SIAL,3,1.96
QLGC,QLOGIC CORPORATION,747277101,Trend Analyzer V3.1,BUY,$18.55 ,10-Dec-09,HOLD,$14.07 ,21-Jul-09,190.80%,-100.00%,346.67pp,NaNpp,$9.55 ,$53.94 ,N,25-May-11,5,60.00%,20.00%,10,18,30-Oct-98,3.2,3.39,QLOGIC CORPORATION,QLGC,3.2,3.39,EMC CORPORATION,EMC,2.94,1.67
QLGC,QLOGIC CORPORATION,747277101,Momentum Analyzer V1.0,SHORT,$17.71 ,19-Sep-08,BUY,$15.27 ,5-Nov-07,550.38%,26.80%,931.27pp,113.48pp,$9.55 ,$12.96 ,Y,13-Mar-11,10,100.00%,100.00%,6,30,2-Jul-98,3.2,3.39,QLOGIC CORPORATION,QLGC,3.2,3.39,EMC CORPORATION,EMC,2.94,1.67
